ETAPA,FORNECEDOR,CNPJ,DATA DE EMISSÃO,DATA DE RECEBIMENTO,DATA DE VENCIMENTO,Nº DO DOCUMENTO,VALOR,MARCA,CENTRO DE CUSTO,FILIAL,TIPO DE DOCUMENTO,TIPO DE SERVIÇO,CÓDIGO DO SERVIÇO,HEFLO,DATA ABERTURA HEFLO,PC,DATA APROVAÇÃO,V360,DATA EDIÇÃO V360,RESPONSÁVEL,DATA DE PAGAMENTO REAL,STATUS,DIAS RESTANTES (ENVIO P/ TIME PAG.),ALERTA (ENVIO P/ TIME PAG.),DATA DE PAGAMENTO IDEAL,STATUS DO PAGAMENTO,OBSERVAÇÕES,FORMA DE PAGAMENTO,ENCARGO FINANCEIRO,VALOR DO ENCARGO
PAGO,ZAP EVENTOS E LOCACOES LTDA ME,10562719000170,20/03/2026,20/03/2026,24/04/2026,4390,"R$ 3.100,00",SAS,3062,010101,NFS,LOCAÇÃO DE CLIMATIZADORES,,142962,25/03/2026,S70645,27/03/2026,369391,31/03/2026,FRANCISCO EDSON,10/04/2026,PAGO,,,,PAGO NO PRAZO,,,,
PAGO,KB DEDETIZACAO LTDA,30939506000121,23/03/2026,23/03/2026,03/04/2026,142,"R$ 3.500,00",SAS,3062,010101,NFP,SERVIÇO DE DEDETIZAÇÃO,,141237,17/03/2026,S70192,18/03/2026,369720,24/03/2026,FRANCISCO EDSON,02/04/2026,PAGO,,,,PAGO NO PRAZO,,,,
PAGO,THEODORO GÁS,67549717000168,30/03/2026,30/03/2026,13/04/2026,8222,"R$ 323,00",IS,3073,100111,NFP,ÁGUA GALÃO,00010026,143399,30/03/2026,SELTUU,06/04/2026,371094,06/04/2026,PEDRO GUILHERME,21/04/2026,PAGO,,,,PAGO EM ATRASO,"Os arquivos e informações da nota foram finalizados no dia 06/04, via V360, enquanto a nota esteve em processo de classificação entre os dias 06/04 à 10/04. Não conseguimos confirmar a entrega no dia 10/04 (sexta-feira) e na semana seguinte tivemos um feriado no dia 13/04. Na terça (14/04), foi aberta uma exceção para o dia 15/04 e até o dia 20/04 a nota ainda não foi paga",,NÃO,
PAGO,FUSION,20327872000176,01/04/2026,01/04/2026,24/04/2026,3139,"R$ 1.268,71",IS,3073,100111,NFS,ROTEIRIZADOR,SV23374CRQ6,143784,02/04/2026,SELTUW,06/04/2026,372182,06/04/2026,PEDRO GUILHERME,24/04/2026,PAGO,,,,PAGO NO PRAZO,,,,
PAGO,BRASIL SERVIÇOS,32957767000108,01/04/2026,02/04/2026,22/04/2026,1553,"R$ 18.087,68",IS,3073,100111,NFS,SERVIÇO DE MANUSEIO,00110088,144032,02/04/2026,SELTV1,09/04/2026,371898,10/04/2026,PEDRO GUILHERME,22/04/2026,PAGO,,,,PAGO NO PRAZO,Abertura de exceção para pagamento na quarta-feira (22/04),PIX,,
PAGO,BUONNY,06326025000166,01/04/2026,02/04/2026,22/04/2026,1596772,"R$ 135,99",IS,3073,100111,NFS,SERVICO DE RASTREAMENTO VEICULAR,SV230KUHRP4,144115,06/04/2026,SELTV3,09/04/2026,372159,10/04/2026,PEDRO GUILHERME,23/04/2026,PAGO,,,,PAGO EM ATRASO,,,,
PAGO,KM STAFF,45238294000122,02/04/2026,02/04/2026,10/05/2026,1833,"R$ 6.072,00",IS,3073,100111,NFS,SERVIÇO DE MANUSEIO,00110088,144134,06/04/2026,SELTVB,10/04/2026,372369,10/04/2026,PEDRO GUILHERME,24/04/2026,PAGO,,,,PAGO NO PRAZO,,,,
PAGO,AUTO MECANICA SAMUCA DIESEL LTDA,55942304000160,,,,7444,"R$ 1.478,00",IS,3073,100111,NFS,MANUTENÇÃO VEICULAR,,,,,,368606,02/04/2026,PEDRO GUILHERME,,PAGO,,,,,,,,
PAGO,SECRETARIA DA FAZENDA E PLANEJAMENTO,46377222000390,,,,,,IS,3073,100111,PF,MPOSTOS E TAXAS DIVERSOS,,138471,02/03/2026,,,,,PEDRO GUILHERME,,PAGO,,,,,,,,
PAGO,BUONNY,06326025000247,06/04/2026,06/04/2026,27/04/2026,465787,"R$ 74,99",IS,3073,100111,NFS,SERVICO DE RASTREAMENTO VEICULAR,SV230KUHRP4,144435,07/04/2026,SELTV0,09/04/2026,372934,10/04/2026,PEDRO GUILHERME,24/04/2026,PAGO,,,,PAGO NO PRAZO,,,,
PAGO,ELOQUIP,02503435000184,30/03/2026,08/04/2026,22/04/2026,2377,"R$ 660,00",SAS,3064,010108,PF,LOCAÇÃO DE MÁQUINAS E EQUIP,2708,145255,09/04/2026,,,,,PEDRO GUILHERME,17/04/2026,PAGO,,,,PAGO NO PRAZO,,,,
PAGO,NUNES TRANSPORTES & LOGISTICA LTDA,48173484000105,26/03/2026,26/03/2026,24/04/2026,487,"R$ 4.000,00",SAS,3062,010105,NFS,LOCAÇÃO DE CAMINHÃO MUNK,,145022,08/04/2026,S71152,14/04/2026,376098,15/04/2026,FRANCISCO EDSON,,PAGO,,,,PAGO NO PRAZO,"Tiime de recebedoria não consegue classificar a ID, pois o no protheus aparece que ; A amarração  entre a conta contabil e o centro de custo em questão não é permitida. Em contato com a Eva, 22/04!",,,
PAGO,SANTANA GALVAO SERVICES LTDA,62047322000143,02/04/2026,02/04/2026,24/04/2026,119,"R$ 499,38",IS,3074,100113,NFS,SERVIÇO DE MÃO DE OBRA TERCEIRA,SVC063SV0188,,,SELOP8,,372446,08/04/2026,FRANCISCO EDSON,18/05/2026,PAGO,,,,PAGO EM ATRASO,,TED,NÃO,
PAGO,SANTANA GALVAO SERVICES LTDA,62047322000143,18/03/2026,18/03/2026,17/04/2026,107,"R$ 3.578,89",IS,3074,100113,NFS,SERVIÇO DE MÃO DE OBRA TERCEIRA,SVC063SV0188,,,SELOP8,,368655,09/03/2026,FRANCISCO EDSON,17/04/2026,PAGO,,,,PAGO NO PRAZO,,,,
PAGO,NISSEYS,59533687000173,08/04/2026,08/04/2026,28/04/2026,48905,"R$ 6.018,21",IS,3073,100111,NFS,SERVICOS DE ARMAZENAMENTO,00110016,145289,09/04/2026,SELTVE,14/04/2026,373520,14/04/2026,PEDRO GUILHERME,24/04/2026,PAGO,,,,PAGO NO PRAZO,,,,
AGUARD. PAG.,MOVIMAQUINAS,11109362/000131,01/04/2026,08/04/2026,21/05/2026,14592,"R$ 2.800,00",SAS,3064,010115,PF,LOCAÇÃO DE EQUIPAMENTOS,2708,145298,09/04/2026,9AEFX2026,06/05/2026,N/A,,PEDRO GUILHERME,,AGUARD. PAG.,-7,ATRASADO,,,,,,
PAGO,KUEHNE + NAGEL,02886427000164,31/03/2026,08/04/2026,30/04/2026,518504,"R$ 27.993,44",SAS,1139,010108,NFS,SERVICO DE MAO DE OBRA TERCEIRIZADA,SVC063SV0188,146637,15/04/2026,005244,,371648,22/04/2026,PEDRO GUILHERME,29/04/2026,PAGO,,,,PAGO NO PRAZO,,,,
PAGO,KUEHNE + NAGEL,02886427005980,31/03/2026,08/04/2026,30/04/2026,51,"R$ 841.644,61",SAE,3063,0110102,NFS,SERVICO DE MAO DE OBRA TERCEIRIZADA,SVC059SV0061,146417/150091,14/04/2026,4500004351,04/05/2026,,04/05/2026,PEDRO GUILHERME,,PAGO,,,,PAGO NO PRAZO,Folha de Serviço 3442,TED,NÃO,"R$ 0,00"
PAGO,ELOQUIP,02503435000184,13/04/2026,13/04/2026,11/05/2026,2386,"R$ 660,00",SAS,3064,010108,PF,LOCAÇÃO DE MÁQUINAS E EQUIP,2708,146733,15/04/2026,9AELO2026,28/04/2026,N/A,28/04/2026,PEDRO GUILHERME,05/05/2026,PAGO,,,,PAGO NO PRAZO,,,,
PAGO,MACIO CLEITON PINHEIRO,23123929000103,06/04/2026,06/04/2026,01/05/2026,639,"R$ 500,00",SAS,3062,010101,NFS,SERVIÇO DE MANUTENÇÃO PREDIAL E ELÉTRICA EM GERAL,,145594,10/04/2026,S71112,14/04/2026,372654,14/04/2026,FRANCISCO EDSON,,PAGO,,,,PAGO NO PRAZO,,,,
PAGO,KUEHNE + NAGEL,02886427000164,31/03/2026,08/04/2026,30/04/2026,518505,"R$ 24.402,83",SAS,1139,010108,NFS,SERVICO DE MAO DE OBRA TERCEIRIZADA,SVC063SV0188,146639,14/04/2026,005245,,371649,22/04/2026,PEDRO GUILHERME,29/04/2026,PAGO,,,,PAGO NO PRAZO,,,,
PAGO,IMAGEM SERVICOS E COMERCIO DE EQUIPAMENTOS DE SEGURANCA LTDA,8324965000141,09/04/2026,09/04/2026,15/05/2026,9576,"R$ 6.986,16",SAS,3062,010105,NFS,SERVIÇO DE CÂMERAS DE SEGURANÇA ,,,,S40951,,374088,15/04/2026,FRANCISCO EDSON,15/05/2026,PAGO,,,,PAGO NO PRAZO,,,,
PAGO,TM G SERVICES LTDA,22163462000162,05/05/2026,05/05/2026,13/05/2026,243,"R$ 17.400,00",SAS,3062,010101,NFS,SERVIÇO DE ALUGUEL DE GERADOR DE ENERGIA ,SVC002SV0003,150153,04/05/2026,S72067,07/05/2026,380078,07/05/2026,FRANCISCO EDSON,13/05/2026,PAGO,,,,PAGO NO PRAZO,"Pedido de compras criado no valor de R$ 17.000, nota gerada no valor de R$ 17.400. Time responsável pela contratação do serviço sinalizada via email. ",,,
PAGO,ALLIANZ,61573796000166,16/04/2026,17/04/2026,15/05/2026,3,"R$ 1.073,80",IS,3073,100111,PF,SEGURO DE CARGA,21136,149248,28/04/2026,235902026,04/05/2026,N/A,,PEDRO GUILHERME,15/05/2026,PAGO,,,,PAGO NO PRAZO,,,,
PAGO,F J M BARROS,38529778000165,22/04/2026,22/04/2026,08/05/2026,881,"R$ 67.200,00",SAS,3062,010105,NFS,SERVIÇO DE MÃO DE OBRA TERCEIRA,SVC063SV0188,,,S40915,,377844,23/04/2026,FRANCISCO EDSON,,PAGO,,,,PAGO NO PRAZO,,,,
AGUARD. PAG.,THEODORO GÁS,67549717000168,29/04/2026,29/04/2026,13/05/2026,8297,"R$ 238,00",IS,3073,100111,NFP,ÁGUA GALÃO,00010026,149481,29/04/2026,SELTWQ,04/05/2026,378779,06/05/2026,PEDRO GUILHERME,18/05/2026,AGUARD. PAG.,-15,ATRASADO,,,,,,
PAGO,KUEHNE + NAGEL / COC,2886427005980,29/04/2026,29/04/2026,15/05/2026,69,"R$ 12.373,98",COC,6553,010101,NFS,SERVICO DE MAO DE OBRA TERCEIRIZADA,SVC063SV0188,149599,29/04/2026,S71847,30/04/2026,378895,30/04/2026,FRANCISCO EDSON,15/05/2026,PAGO,,,,PAGO NO PRAZO,,,,
PAGO,KUEHNE + NAGEL / COC,2886427005980,29/04/2026,29/04/2026,15/05/2026,67,"R$ 592.822,43",COC,6553,010101,NFS,SERVICO DE MAO DE OBRA TERCEIRIZADA,SVC063SV0188,149599,29/04/2026,S71847,30/04/2026,378844,30/04/2026,FRANCISCO EDSON,15/05/2026,PAGO,,,,PAGO NO PRAZO,,,,
PAGO,KUEHNE + NAGEL / COC,2886427005980,29/04/2026,29/04/2026,15/05/2026,68,"R$ 11.309,86",COC,6553,010101,NFS,SERVICO DE MAO DE OBRA TERCEIRIZADA,SVC063SV0188,149599,29/04/2026,S71847,30/04/2026,378861,30/04/2026,FRANCISCO EDSON,15/05/2026,PAGO,,,,PAGO NO PRAZO,,,,
PAGO,KUEHNE + NAGEL / COC,2886427005980,29/04/2026,29/04/2026,15/05/2026,70,"R$ 20.603,06",COC,6553,010101,NFS,SERVICO DE MAO DE OBRA TERCEIRIZADA,SVC063SV0188,149599,29/04/2026,S71847,30/04/2026,378899,30/04/2026,FRANCISCO EDSON,15/05/2026,PAGO,,,,PAGO NO PRAZO,,,,
AGUARD. PAG.,MOVIMAQUINAS,11109362/000131,01/05/2026,04/05/2026,21/06/2026,14806,"R$ 2.800,00",SAS,3064,010115,PF,LOCAÇÃO DE EQUIPAMENTOS,2708,150568,06/05/2026,9AEWG2026,18/05/2026,N/A,,PEDRO GUILHERME,,AGUARD. PAG.,24,NO PRAZO,22/05/2026,,,,,
AGUARD. PAG.,KUEHNE + NAGEL,02886427000164,30/04/2026,04/05/2026,29/05/2026,521968,"R$ 381.524,26",SAS,3063,10108,NFS,SERVICO DE MAO DE OBRA TERCEIRIZADA,SVC063SV0188,150194,04/05/2026,005300,,378972,15/05/2026,PEDRO GUILHERME,,AGUARD. PAG.,1,URGENTE,22/05/2026,,,,,
AGUARD. PAG.,KUEHNE + NAGEL,02886427000164,30/04/2026,04/05/2026,29/05/2026,521969,"R$ 33.171,62",SAS,1139,10108,NFS,SERVICO DE MAO DE OBRA TERCEIRIZADA,SVC063SV0188,150197,04/05/2026,005301,,378973,15/05/2026,PEDRO GUILHERME,,AGUARD. PAG.,1,URGENTE,22/05/2026,,,,,
AGUARD. PAG.,KUEHNE + NAGEL,02886427005980,30/04/2026,04/05/2026,29/05/2026,72,"R$ 254.349,51",SAE,3063,10108,NFS,SERVICO DE MAO DE OBRA TERCEIRIZADA,SVC059SV0061,150235/152935,04/05/2026,0010001730,18/05/2026,4500004508,,PEDRO GUILHERME,,AGUARD. PAG.,1,URGENTE,22/05/2026,,,,,
ERP,E-SALES,07385111000102,05/04/2026,04/05/2026,25/05/2026,5472,"R$ 5.603,52",IS,3073,100110,NFS,DESENVOLVIMENTO E LICENCIAMENTO,00110046,150246,04/05/2026,SEMAKO,12/05/2026,,,PEDRO GUILHERME,,EM ANDAMENTO,-3,ATRASADO,22/05/2026,,,,,
AGUARD. PAG.,BUONNY,06326025000166,04/05/2026,05/05/2026,25/05/2026,1600331,"R$ 135,99",IS,3073,100111,NFS,SERVICO DE RASTREAMENTO VEICULAR,SV230KUHRP4,150548,06/05/2026,SELTWU,12/05/2026,379501,13/05/2026,PEDRO GUILHERME,,AGUARD. PAG.,-3,ATRASADO,22/05/2026,,,,,
AGUARD. PAG.,EUROPLAST PRODUTOS E EMBALAGENS PLASTICA,14435113000124,05/05/2026,05/05/2026,29/05/2026,9237,"R$ 4.475,00",SAS,3062,010105,NFP,MATERIAL PLÁSTICO OPERACIONAL EM GERAL ,,150440,05/05/2026,S41650,12/05/2026,379582,12/05/2026,FRANCISCO EDSON,,AGUARD. PAG.,1,URGENTE,22/05/2026,,,,,
AGUARD. PAG.,BUONNY,06326025000247,04/05/2026,05/05/2026,25/05/2026,472748,"R$ 74,99",IS,3073,100111,NFS,SERVICO DE RASTREAMENTO VEICULAR,SV230KUHRP4,150550,06/05/2026,SELTWR,12/05/2026,379510,13/05/2026,PEDRO GUILHERME,,AGUARD. PAG.,-3,ATRASADO,22/05/2026,,,,,
AGUARD. PAG.,FUSION,20327872000176,05/05/2026,05/05/2026,28/05/2026,4117,"R$ 1.268,71",IS,3073,100111,NFS,ROTEIRIZADOR,SV23374CRQ6,150551,06/05/2026,SELTWS,12/05/2026,379755,13/05/2026,PEDRO GUILHERME,,AGUARD. PAG.,0,ENVIAR HOJE,22/05/2026,,,,,
AGUARD. PAG.,NISSEYS,59533687000173,05/05/2026,05/05/2026,25/05/2026,48950,"R$ 6.249,48",IS,3073,100111,NFS,SERVICOS DE ARMAZENAMENTO,00110016,150553,06/05/2026,SELTWT,12/05/2026,379887,13/05/2026,PEDRO GUILHERME,,AGUARD. PAG.,-3,ATRASADO,22/05/2026,,,,,
AGUARD. PAG.,VENAPRINT BRASIL LTDA,4610563000152,05/05/2026,06/05/2026,04/06/2026,28317,"R$ 978,00",SAS,3063,010108,NFP,ETIQUETAS ADESIVAS EM GERAL,,149745,30/04/2026,005286,04/05/2026,379735,06/05/2026,FRANCISCO EDSON,,AGUARD. PAG.,7,NO PRAZO,22/05/2026,,,,,
PAGO,E-SALES,07385111000102,01/04/2026,01/04/2026,25/04/2026,4700,"R$ 5.603,52",IS,3073,100110,NFS,DESENVOLVIMENTO E LICENCIAMENTO,00110046,150742,06/05/2026,SEMAKR,07/05/2026,372241,07/05/2026,PEDRO GUILHERME,13/05/2026,PAGO,,,,PAGO EM ATRASO,,,,
V360,"DTM DISTRIBUIDORA DE FITAS, ABRASIVOS E ACESSORIOS LTDA",23591977000126,08/05/2026,08/05/2026,05/06/2026,21719,"R$ 1.760,00",SAS,3062,010105,NFP,FITAS ADESIVAS ,,151085,08/05/2026,S41664,12/05/2026,380273,14/05/2026,FRANCISCO EDSON,,EM ANDAMENTO,8,NO PRAZO,22/05/2026,,,,,
HEFLO,ASSOCIAÇÃO USUÁRIOS DO CBP RIBEIRÃO,19139358000128,08/05/2026,08/05/2026,12/05/2026,-,"R$ 17.454,37",NCC,3038,010107,NFS,ALUGUEL DO CONDOMÍNIO LOGÍSTICO ,DE00021,151602,12/05/2026,,,-,,FRANCISCO EDSON,,EM ANDAMENTO,-16,ATRASADO,,,,,,
HEFLO,COMPANHIA PAULISTA DE FORÇA E LUZ,33050196000188,11/05/2026,11/05/2026,28/05/2026,-,"R$ 3.590,92",NCC,3038,010107,NFS,ENERGIA ELETRICA,SVC022SV0001,151619,12/05/2026,,,-,,FRANCISCO EDSON,,EM ANDAMENTO,0,ENVIAR HOJE,22/05/2026,,,,,
HEFLO,CROWN LIFT TRUCKS DO BRASIL - COMERCIO DE EMPILHADEIRAS LTDA,13938390000278,12/05/2026,12/05/2026,26/05/2026,181758,"R$ 8.141,09",NCC,3038,010107,NFS,ALUGUEL DE EMPILHADEIRAS,AIC040IM0015,151657,12/05/2026,,,-,,FRANCISCO EDSON,,EM ANDAMENTO,-2,ATRASADO,22/05/2026,,,,,
V360,SUPER SUPPLY DISTRIBUIDORA LTDA,45141688000168,07/05/2026,08/05/2026,05/06/2026,191402,"R$ 6.021,25",SAS,3062,010105,NFP,FORNECEDOR DE INSUMOS EM GERAL,,151124,08/05/2026,S41665,,379955,14/05/2026,FRANCISCO EDSON,,EM ANDAMENTO,8,NO PRAZO,22/05/2026,,,,,
AGUARD. PAG.,F J M BARROS,38529778000165,13/05/2026,13/05/2026,29/05/2026,886,"R$ 34.196,00",SAS,3062,010105,NFS,SERVIÇO DE MÃO DE OBRA TERCEIRA,SVC063SV0188,,,S40915,,381167,14/05/2026,FRANCISCO EDSON,,AGUARD. PAG.,1,URGENTE,22/05/2026,,,,,
HEFLO,SUPPLYPACK,21532055/000112,14/05/2026,14/05/2026,,,"R$ 17.685,63",SAS,3063,10108,NFS,MAQUINAS E EMBALAGENS,,152450,15/05/2026,,,,,,,EM ANDAMENTO,,,,,,,,
HEFLO,ALLIANZ,61573796000166,13/05/2026,15/05/2026,15/06/2026,4,"R$ 1.073,80",IS,3073,100111,PF,SEGURO DE CARGA,21136,152591,15/05/2026,,,,,,,EM ANDAMENTO,18,NO PRAZO,22/05/2026,,,,,
